Dates,Crashes
2017-01-01,8670
2017-02-01,8274
2017-03-01,10220
2017-04-01,10114
2017-05-01,11727
2017-06-01,12561
2017-07-01,13789
2017-08-01,15625
2017-09-01,18485
2017-10-01,20385
2017-11-01,19329
2017-12-01,20547
2018-01-01,19259
2018-02-01,17423
2018-03-01,18777
2018-04-01,19548
2018-05-01,21614
2018-06-01,21467
2018-07-01,20765
2018-08-01,20518
2018-09-01,19874
2018-10-01,20756
2018-11-01,18816
2018-12-01,20020
